Japanese Name,English Name,Chat Command,Reboot Human,Reboot Human Hash,Reboot Cast Male,Reboot Cast Male Hash,Reboot Cast Female,Reboot Cast Female Hash,Reboot Fig,Reboot Fig Hash,Reboot VFX,Reboot VFX Hash,Gender (Blank usually follows previous)
かぎ爪２,Finger Claws 2,claw2_r,character/motion/lobby_action/pl_la_2049_fkagitsume_r_m_std.ice,aa\216ce9068555bbc8bafe8e6418bf08,character/motion/lobby_action/pl_la_2049_fkagitsume_r_m_cam.ice,64\b2393c5097085231a289ab8f240bbd,character/motion/lobby_action/pl_la_2049_fkagitsume_r_m_caf.ice,ad\b3973f2b5d5cf3d8d17b052c43890b,character/motion/lobby_action/pl_la_2049_fkagitsume_r_m_base.ice,ef\015907efcd9ba186b33fc5e725f344,character/motion/lobby_action/,,Male
かぎ爪２,Finger Claws 2,,character/motion/lobby_action/pl_la_2049_fkagitsume_r_f_std.ice,49\12b17b82c9110d5d207a9516f9b7f5,character/motion/lobby_action/pl_la_2049_fkagitsume_r_f_cam.ice,5d\d51360253c728ca67c53f08192e1eb,character/motion/lobby_action/pl_la_2049_fkagitsume_r_f_caf.ice,c3\e652dbaeaa0d17b53bf86d0abfb2be,character/motion/lobby_action/pl_la_2049_fkagitsume_r_f_base.ice,b5\303a22e8617e66d3a43dd88fbbcdc6,character/motion/lobby_action/,,Female
挑発２,Provoke 2,provoke2,character/motion/lobby_action/pl_la_956_956tyouhatsu_m_std.ice,10\bc581aa6d8325486ae53003648aad2,character/motion/lobby_action/pl_la_956_956tyouhatsu_m_cam.ice,76\e3dce71f9e5d145ea6f3354ab6a173,character/motion/lobby_action/pl_la_956_956tyouhatsu_m_caf.ice,47\90093ebb994f28348dabd6b6063edb,character/motion/lobby_action/pl_la_956_956tyouhatsu_m_base.ice,1e\32a8700ac6035f4f0bb4e6dcad24b6,character/motion/lobby_action/,,
挑発２,Provoke 2,,character/motion/lobby_action/pl_la_956_956tyouhatsu_f_std.ice,b3\45ac33d1b1935bd06605ba4d64af38,character/motion/lobby_action/pl_la_956_956tyouhatsu_f_cam.ice,ea\86860c81b166fda1c5e19b542c58fe,character/motion/lobby_action/pl_la_956_956tyouhatsu_f_caf.ice,56\2d613a1f4c52aadf91941db278d5f9,character/motion/lobby_action/pl_la_956_956tyouhatsu_f_base.ice,f3\9f1233cf7fa33a523b98cd4965cfe5,character/motion/lobby_action/,,
赤い糸,Red String,meanttobe,character/motion/lobby_action/pl_la_2077_redyarn_m_std.ice,2b\b429fd8a5cd0e72451f45b9c5399c7,character/motion/lobby_action/pl_la_2077_redyarn_m_cam.ice,18\d1c88399c5af3374b66e60177399bf,character/motion/lobby_action/pl_la_2077_redyarn_m_caf.ice,2c\23e8decca026deb2135b8c5e3794bf,character/motion/lobby_action/pl_la_2077_redyarn_m_base.ice,2a\35662ed3bf9e5aef1a61625dc9aada,character/motion/lobby_action/pl_la_2077_redyarn_m_vfx.ice,84\2dd76254fd4df22a121b1b022d353d,
赤い糸,Red String,,character/motion/lobby_action/pl_la_2077_redyarn_m_hsi1_std.ice,09\543bd3bfb88b5162c67f7b474f578c,character/motion/lobby_action/pl_la_2077_redyarn_m_hsi1_cam.ice,38\14a32c17782b00f0ed942a7300df7b,character/motion/lobby_action/pl_la_2077_redyarn_m_hsi1_caf.ice,67\66403d04556ff07a1ddbbe3fe29cda,character/motion/lobby_action/pl_la_2077_redyarn_m_hsi1_base.ice,e3\7a4861c5f62ee6494bc2aa3b5754dd,character/motion/lobby_action/pl_la_2077_redyarn_m_vfx.ice,84\2dd76254fd4df22a121b1b022d353d,
赤い糸,Red String,,character/motion/lobby_action/pl_la_2077_redyarn_f_std.ice,87\47962368f36b0582bfc2894467b9f9,character/motion/lobby_action/pl_la_2077_redyarn_f_cam.ice,37\1e8f2fc2dd0373896b4a35d687667b,character/motion/lobby_action/pl_la_2077_redyarn_f_caf.ice,8b\653455d8a7ce4f71a0ae728ede93d5,character/motion/lobby_action/pl_la_2077_redyarn_f_base.ice,1a\ba98369f39cff2580931c4838e4128,character/motion/lobby_action/,,
赤い糸,Red String,,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_std.ice,97\880f6efafc89866576bf3f3840edcb,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_cam.ice,14\dd5c5eaca8ed3f30013188c5a34c4c,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_caf.ice,f1\845e933606fb2179ec3ddf0449615d,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_base.ice,40\9af51f87a083dba2220a23561d99be,character/motion/lobby_action/,,
赤い糸,Red String,,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_pre_std.ice,,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_pre_cam.ice,,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_pre_caf.ice,,character/motion/lobby_action/pl_la_2077_redyarn_f_hsi1_pre_base.ice,,character/motion/lobby_action/,,
赤い糸２,Red String 2,meanttobe2,character/motion/lobby_action/pl_la_2097_2097redyarn_m_std.ice,43\2b13f9e215a249419cb3ed0a431213,character/motion/lobby_action/pl_la_2097_2097redyarn_m_cam.ice,68\b40a1ed329144f5995fa4d6080b802,character/motion/lobby_action/pl_la_2097_2097redyarn_m_caf.ice,7b\e905313050acaa4c918486157fefad,character/motion/lobby_action/pl_la_2097_2097redyarn_m_base.ice,dc\1a4f7aa382c0a3b64fbff4bc474f2e,character/motion/lobby_action/,,
赤い糸２,Red String 2,,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_std.ice,c9\9bdb1b8b2ebd99089f6c899f726907,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_cam.ice,2d\99b0789c4637a1f1ed4cf25e2945d5,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_caf.ice,f9\9aa5b569d4ef407035de698f50f792,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_base.ice,28\56a4d3aea11f59f2bfe0b9a815e157,character/motion/lobby_action/,,
赤い糸２,Red String 2,,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_pre_std.ice,,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_pre_cam.ice,,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_pre_caf.ice,,character/motion/lobby_action/pl_la_2097_2097redyarn_m_hsi1_pre_base.ice,,character/motion/lobby_action/,,
赤い糸２,Red String 2,,character/motion/lobby_action/pl_la_2097_2097redyarn_f_std.ice,3c\881dfc865548c34f022956dceb4ab4,character/motion/lobby_action/pl_la_2097_2097redyarn_f_cam.ice,f0\539c0ec03f6111cd3de746f98c4524,character/motion/lobby_action/pl_la_2097_2097redyarn_f_caf.ice,52\b8af6e4e5c54899839639f7d266709,character/motion/lobby_action/pl_la_2097_2097redyarn_f_base.ice,95\ea96f48c2d034b7f88c1e49aa18092,character/motion/lobby_action/pl_la_2097_2097redyarn_f_vfx.ice,d7\276cff291fff8f33ee394822fde8a9,
赤い糸２,Red String 2,,character/motion/lobby_action/pl_la_2097_2097redyarn_f_hsi1_std.ice,0b\60b0f54440bee9217d8b7e717bf7d6,character/motion/lobby_action/pl_la_2097_2097redyarn_f_hsi1_cam.ice,c7\a38c2603f5e744627b15716a4e42a2,character/motion/lobby_action/pl_la_2097_2097redyarn_f_hsi1_caf.ice,7a\67a97d90328a2770f5e92123321702,character/motion/lobby_action/pl_la_2097_2097redyarn_f_hsi1_base.ice,cf\3e70db8a060d878e358efd2461016e,character/motion/lobby_action/pl_la_2097_2097redyarn_f_vfx.ice,d7\276cff291fff8f33ee394822fde8a9,
ポジショニング,Positioning,position,character/motion/lobby_action/pl_la_2101_positioning_m_std.ice,cc\64abd7da67fa0b8ba621d222baaf40,character/motion/lobby_action/pl_la_2101_positioning_m_cam.ice,b5\0561fa42d4f1d166f1a1913b4b8e52,character/motion/lobby_action/pl_la_2101_positioning_m_caf.ice,75\f6f9da6639d93f7e73c95e988678b5,character/motion/lobby_action/pl_la_2101_positioning_m_base.ice,e1\2656d877b886a96f1de546b995b0a4,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_m_hsi1_std.ice,e0\5fab20e798c949d8af7f2d070835ce,character/motion/lobby_action/pl_la_2101_positioning_m_hsi1_cam.ice,94\2ba4461ca78594c31719c799a6dd48,character/motion/lobby_action/pl_la_2101_positioning_m_hsi1_caf.ice,f8\72409bc16c8f3032755f31773c55d6,character/motion/lobby_action/pl_la_2101_positioning_m_hsi1_base.ice,c2\374d5d92a7b0774adcad7de3fd3c49,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_m_hsi2_std.ice,21\908861dab8c728e11059d3e42ecd78,character/motion/lobby_action/pl_la_2101_positioning_m_hsi2_cam.ice,a4\6fd3d3cc397f4a2bcb5a3812b5a121,character/motion/lobby_action/pl_la_2101_positioning_m_hsi2_caf.ice,9b\7f324bcbedbe843c7a2d91352e0c98,character/motion/lobby_action/pl_la_2101_positioning_m_hsi2_base.ice,1f\672b1f1e28921672d7f18ff83ce69f,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_m_hsil_std.ice,47\c6962373a5f66ded7be113e548c87a,character/motion/lobby_action/pl_la_2101_positioning_m_hsil_cam.ice,45\8e5c6ff0446ae678c934bda9b46259,character/motion/lobby_action/pl_la_2101_positioning_m_hsil_caf.ice,27\8f0128c122a9bcb23f687d380a43f3,character/motion/lobby_action/pl_la_2101_positioning_m_hsil_base.ice,3c\d434af319c26d97db9fb35c74ef032,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_m_hsir_std.ice,33\deebe93b3570c6e75fff46f517bf9d,character/motion/lobby_action/pl_la_2101_positioning_m_hsir_cam.ice,09\6c155e6ea927e942f9b4e93021e03c,character/motion/lobby_action/pl_la_2101_positioning_m_hsir_caf.ice,cd\c8e7bf26c0029c0be0d91cab21740c,character/motion/lobby_action/pl_la_2101_positioning_m_hsir_base.ice,08\61763c5af040ed7f2bd42d28119d3f,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_f_std.ice,d1\051ba52bd625870440b14be3b635de,character/motion/lobby_action/pl_la_2101_positioning_f_cam.ice,b3\959d680ec433a28f2bc35172df6326,character/motion/lobby_action/pl_la_2101_positioning_f_caf.ice,4e\14b03d9baf2ecd8754f222485be4bc,character/motion/lobby_action/pl_la_2101_positioning_f_base.ice,38\7ca965f4b0e229e0a188dea5653460,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_f_hsi1_std.ice,f7\5d3aa5ebeb5782e53871a79eed4d33,character/motion/lobby_action/pl_la_2101_positioning_f_hsi1_cam.ice,6e\384386253e61f9b4a16a7ffdcb65e8,character/motion/lobby_action/pl_la_2101_positioning_f_hsi1_caf.ice,ff\7ddd1ef7caf3d6877e537d0c84ad2e,character/motion/lobby_action/pl_la_2101_positioning_f_hsi1_base.ice,d6\54de1dcf3c7b0281008e269b3bc891,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_f_hsi2_std.ice,88\b026d0155bdd95b57c4ecada1109cf,character/motion/lobby_action/pl_la_2101_positioning_f_hsi2_cam.ice,a3\3019ca0a067bb41a7a976346307ab5,character/motion/lobby_action/pl_la_2101_positioning_f_hsi2_caf.ice,ca\6584127394f8b8114815b76b88ed71,character/motion/lobby_action/pl_la_2101_positioning_f_hsi2_base.ice,db\843004c1e9a84eaeb375f630b0f6f9,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_f_hsil_std.ice,25\f4078c5e73a50103d6a797437a088d,character/motion/lobby_action/pl_la_2101_positioning_f_hsil_cam.ice,5e\1323aa948b895429e58df9b02ac048,character/motion/lobby_action/pl_la_2101_positioning_f_hsil_caf.ice,ab\2b6168fa8b7ab17a3fae1249d15f66,character/motion/lobby_action/pl_la_2101_positioning_f_hsil_base.ice,e4\c257a5e29594bd22cfac5be5e61bff,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
ポジショニング,Positioning,,character/motion/lobby_action/pl_la_2101_positioning_f_hsir_std.ice,7d\8fc3a656b569cde4713bb03cff3029,character/motion/lobby_action/pl_la_2101_positioning_f_hsir_cam.ice,13\2f6b90ce67801dd1cc9acf2667f7fa,character/motion/lobby_action/pl_la_2101_positioning_f_hsir_caf.ice,e5\4424795c79c75d346afc93ad830023,character/motion/lobby_action/pl_la_2101_positioning_f_hsir_base.ice,6b\638b1fb87fd59f0de8cba21df21827,character/motion/lobby_action/pl_la_2101_positioning_f_vfx.ice,c4\4578a3fc771d9fcdde41af9664ec3b,
雪遊び３,Snow Fun 3,snowplay3,character/motion/lobby_action/pl_la_2052_2052yukiasobi_m_std.ice,b5\04d296b7a791640a440e1afc79c2d2,character/motion/lobby_action/pl_la_2052_2052yukiasobi_m_cam.ice,c3\b3fc3255f18bef6513379c7faf3e49,character/motion/lobby_action/pl_la_2052_2052yukiasobi_m_caf.ice,6f\aad6a059b2062843a4c82e56202ebb,character/motion/lobby_action/pl_la_2052_2052yukiasobi_m_base.ice,4c\f8aa5ff9a3578bc98cd69959fa489c,character/motion/lobby_action/pl_la_2052_2052yukiasobi_f_vfx.ice,be\800d1179a1c976184901ea8c2538bd,
雪遊び３,Snow Fun 3,,character/motion/lobby_action/pl_la_2052_2052yukiasobi_f_std.ice,32\0cc180a55b61d477b8daf0e98b96c7,character/motion/lobby_action/pl_la_2052_2052yukiasobi_f_cam.ice,1f\fab775ce0b81231c080c5010545d8d,character/motion/lobby_action/pl_la_2052_2052yukiasobi_f_caf.ice,03\ab22d722fbb56be96c865cc9ff8f38,character/motion/lobby_action/pl_la_2052_2052yukiasobi_f_base.ice,41\27528b3a6a3b57a6d734fe6996f094,character/motion/lobby_action/pl_la_2052_2052yukiasobi_f_vfx.ice,be\800d1179a1c976184901ea8c2538bd,
座る１０,Sit 10,sit10,character/motion/lobby_action/pl_la_948_948sit_m_std.ice,ee\1479c38e30332012686345a8604d2e,character/motion/lobby_action/pl_la_948_948sit_m_cam.ice,6c\a9650d84b5cedeb6ba9fbb74755293,character/motion/lobby_action/pl_la_948_948sit_m_caf.ice,f0\ae17dd49388850872b8c4b60f07b32,character/motion/lobby_action/pl_la_948_948sit_m_base.ice,d8\bfb7c6588ff69c25e57a53a6c80fbd,character/motion/lobby_action/,,
座る１０,Sit 10,,character/motion/lobby_action/pl_la_948_948sit_f_std.ice,c5\20422d9b3267efa34647c8e51bad2c,character/motion/lobby_action/pl_la_948_948sit_f_cam.ice,ef\2c0f7c76a9f9c9f253404f2cfd0494,character/motion/lobby_action/pl_la_948_948sit_f_caf.ice,2b\6257c03d660e1a3fea7c76d36a404c,character/motion/lobby_action/pl_la_948_948sit_f_base.ice,84\1df198b7f78bdb5fe9b0b5951fbf52,character/motion/lobby_action/,,
お雑煮を食べる,Enjoy New Year Soup,newyeardish,character/motion/lobby_action/pl_la_2072_ozouni_m_std.ice,bb\91c3b67bcde055480be4b8d313ea2d,character/motion/lobby_action/pl_la_2072_ozouni_m_cam.ice,d5\0097fc7bea64ce2aa31db6571119cd,character/motion/lobby_action/pl_la_2072_ozouni_m_caf.ice,4a\7a7fe448bb4064eaed59f115d6c7b8,character/motion/lobby_action/pl_la_2072_ozouni_m_base.ice,0b\5bdcbc2c9766e9731d9a195ce5d952,character/motion/lobby_action/pl_la_2072_ozouni_m_vfx.ice,84\36d7026aceea8b06bfe9d2b9862e65,
お雑煮を食べる,Enjoy New Year Soup,,character/motion/lobby_action/pl_la_2072_ozouni_f_std.ice,48\6b0b9667dbb1c2bbb27b53964dae43,character/motion/lobby_action/pl_la_2072_ozouni_f_cam.ice,2b\5620c4ad2e51bada9d28877327887b,character/motion/lobby_action/pl_la_2072_ozouni_f_caf.ice,ae\b75edc738d8bcb69493e60697b4a31,character/motion/lobby_action/pl_la_2072_ozouni_f_base.ice,51\f44a822de2614d2d3799a69159a47d,character/motion/lobby_action/pl_la_2072_ozouni_f_vfx.ice,b2\36b0b3f5170ae0754831ad50dcc25f,
タイガーポーズ,Tiger Pose,tigerpose,character/motion/lobby_action/pl_la_914_gaow_m_std.ice,19\836283cb86909000282fd2044cf944,character/motion/lobby_action/pl_la_914_gaow_m_cam.ice,f2\339d991bb72faae3867b2762b3ece7,character/motion/lobby_action/pl_la_914_gaow_m_caf.ice,ba\f516f174bde372a617bcf3f5a9b709,character/motion/lobby_action/pl_la_914_gaow_m_base.ice,90\9e02ca036c80078cb33e2ac6784ee9,character/motion/lobby_action/,,
タイガーポーズ,Tiger Pose,,character/motion/lobby_action/pl_la_914_gaow_m_hsi1_std.ice,7a\2eed0f66652fa463451dd736c6ac7f,character/motion/lobby_action/pl_la_914_gaow_m_hsi1_cam.ice,84\e300b2a28113c3df00cb15dafa85d3,character/motion/lobby_action/pl_la_914_gaow_m_hsi1_caf.ice,07\3d934a39d35a9a58af2c2999eff6c7,character/motion/lobby_action/pl_la_914_gaow_m_hsi1_base.ice,14\ff5643c99bd206b39f705d4292502c,character/motion/lobby_action/,,
タイガーポーズ,Tiger Pose,,character/motion/lobby_action/pl_la_914_gaow_m_hsi2_std.ice,9c\cab3265a28c71532222ffbed28d170,character/motion/lobby_action/pl_la_914_gaow_m_hsi2_cam.ice,18\4614db0d6b215bdb90d00546ac85eb,character/motion/lobby_action/pl_la_914_gaow_m_hsi2_caf.ice,d1\9eb562db3fdec5a26a7b53eba221da,character/motion/lobby_action/pl_la_914_gaow_m_hsi2_base.ice,24\0f77c7fea61e69161ff39c1a324c11,character/motion/lobby_action/,,
タイガーポーズ,Tiger Pose,,character/motion/lobby_action/pl_la_914_gaow_f_std.ice,84\e003780ecd111c8a672ed199c250d5,character/motion/lobby_action/pl_la_914_gaow_f_cam.ice,fb\08a69e73bbbdd38f8c0b211d9f1be1,character/motion/lobby_action/pl_la_914_gaow_f_caf.ice,ee\152d06ecfd168893f79e394e9dfa48,character/motion/lobby_action/pl_la_914_gaow_f_base.ice,a7\dfb12c9ae29e6ef02551100b365e8a,character/motion/lobby_action/,,
タイガーポーズ,Tiger Pose,,character/motion/lobby_action/pl_la_914_gaow_f_hsi1_std.ice,70\3125634d538f91872bd120c9ee7273,character/motion/lobby_action/pl_la_914_gaow_f_hsi1_cam.ice,c8\738d46132292c725f10ef898c5f8f0,character/motion/lobby_action/pl_la_914_gaow_f_hsi1_caf.ice,41\0529bcecb992aaada57a7ec0199959,character/motion/lobby_action/pl_la_914_gaow_f_hsi1_base.ice,8c\95187c499de06b29d5e1180f2ef94c,character/motion/lobby_action/,,
忍者２,Ninja 2,ninja2,character/motion/lobby_action/pl_la_2066_2066ninja_m_std.ice,24\ae75c4964c23047945f9a1331dab39,character/motion/lobby_action/pl_la_2066_2066ninja_m_cam.ice,6e\53702d3da34a6d5918d253128b9656,character/motion/lobby_action/pl_la_2066_2066ninja_m_caf.ice,da\554d93cfc70b5ccd8988fa778ae13e,character/motion/lobby_action/pl_la_2066_2066ninja_m_base.ice,d5\d90f6e82280977b4686d55d0e04ba5,character/motion/lobby_action/pl_la_2066_2066ninja_m_vfx.ice,85\54c30d6e90214e0241a89942ef1145,
忍者２,Ninja 2,,character/motion/lobby_action/pl_la_2066_2066ninja_m_pre_std.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_m_pre_cam.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_m_pre_caf.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_m_pre_base.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_m_vfx.ice,85\54c30d6e90214e0241a89942ef1145,
忍者２,Ninja 2,,character/motion/lobby_action/pl_la_2066_2066ninja_f_std.ice,88\34cb9c471304a40337c06754879794,character/motion/lobby_action/pl_la_2066_2066ninja_f_cam.ice,06\108d59ccf59d6558731e947fcfbb0b,character/motion/lobby_action/pl_la_2066_2066ninja_f_caf.ice,91\65d21e604bcd5d66b6bfa342cdc9fd,character/motion/lobby_action/pl_la_2066_2066ninja_f_base.ice,db\03f75b602d3e3435285f621d574fe4,character/motion/lobby_action/pl_la_2066_2066ninja_f_vfx.ice,b4\38812160f5bc6325ed0014876d00ee,
忍者２,Ninja 2,,character/motion/lobby_action/pl_la_2066_2066ninja_f_pre_std.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_f_pre_cam.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_f_pre_caf.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_f_pre_base.ice,,character/motion/lobby_action/pl_la_2066_2066ninja_f_vfx.ice,b4\38812160f5bc6325ed0014876d00ee,
ちゃぶ台,Low Table,chabudai,character/motion/lobby_action/pl_la_684_tyabudai_m_std.ice,91\11d414e78f5d1d2c0f2455bee0e123,character/motion/lobby_action/pl_la_684_tyabudai_m_cam.ice,ba\d268955959d0fe3ef061441dce4355,character/motion/lobby_action/pl_la_684_tyabudai_m_caf.ice,63\661cfdb694dac3dd8aaa953edca398,character/motion/lobby_action/pl_la_684_tyabudai_m_base.ice,9c\41e134729a5471cf1b75f9215057d0,character/motion/lobby_action/pl_la_684_tyabudai_m_vfx.ice,2a\aa1e5eb857795ec8a0522cc1afce89,
ちゃぶ台,Low Table,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_std.ice,5d\7f4582c4973104880b4910bd32a981,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_cam.ice,2d\70fb7dd4b0f709179e48c28ace3414,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_caf.ice,2f\771896ed644f7b62f9f1929efd9fdf,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_base.ice,d8\dda956f7e6d000541846b56d7d3d7a,character/motion/lobby_action/pl_la_684_tyabudai_m_vfx.ice,2a\aa1e5eb857795ec8a0522cc1afce89,
ちゃぶ台,Low Table,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_pre_std.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_pre_cam.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_pre_caf.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi1_pre_base.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_vfx.ice,2a\aa1e5eb857795ec8a0522cc1afce89,
ちゃぶ台,Low Table,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_std.ice,95\2c155dd6d3280b8e790992f5b49d27,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_cam.ice,a0\924d385bbeb28fb92caf7fdfc83730,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_caf.ice,21\714072fa24f1011ab282eef702662f,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_base.ice,00\b42550491d503c6898aa6e2f22ef61,character/motion/lobby_action/pl_la_684_tyabudai_m_vfx.ice,2a\aa1e5eb857795ec8a0522cc1afce89,
ちゃぶ台,Low Table,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_pre_std.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_pre_cam.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_pre_caf.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_hsi2_pre_base.ice,,character/motion/lobby_action/pl_la_684_tyabudai_m_vfx.ice,2a\aa1e5eb857795ec8a0522cc1afce89,
ちゃぶ台,Low Table,,character/motion/lobby_action/pl_la_684_tyabudai_f_std.ice,f7\161e76ac19925577bf923187c61c9f,character/motion/lobby_action/pl_la_684_tyabudai_f_cam.ice,6c\54c330e6b9bc5dd83e5631e513fd85,character/motion/lobby_action/pl_la_684_tyabudai_f_caf.ice,2c\2e6811f2383695802f878786e5e1c7,character/motion/lobby_action/pl_la_684_tyabudai_f_base.ice,e5\3fd60463657486a02377ef4b99277d,character/motion/lobby_action/pl_la_684_tyabudai_f_vfx.ice,99\d26dd81b7faff8e5682470715de7e0,
